"ulb","applicationno","businessservice","createdtime","applicationdate","status","approvalno","approvaldate"
"Bhubaneswar","BP-BMC-2022-04-23-002789","BPA2","2022-04-23",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-24-005074","BPA1","2022-06-24","2022-06-30","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-19-000992","BPA1","2022-02-19","2022-02-19","APPROVAL_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-03-24-001913","BPA1","2022-03-24","2022-03-24","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Berhampur","BP-BAM-2022-03-05-001397","BPA1","2022-03-05","2022-03-05","APPROVED","BP/BAM/000105","2022-04-12"
"Rourkela","BP-RRK-2022-03-28-001979","BPA1","2022-03-28","2022-03-29","APPROVED","BP/RRK/000089","2022-04-05"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-03-005680","BPA1","2022-07-03","2022-07-05","APPROVED","BP/BDA/000444","2022-07-25"
"Berhampur","BP-BAM-2022-05-10-003461","BPA1","2022-05-10",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-08-002364","BPA2","2022-04-08","2022-04-08","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-05-07-003315","BPA1","2022-05-07",NULL,"PENDING_APPL_FEE",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-06-17-004780","BPA1","2022-06-17","2022-06-18","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Rourkela","BP-RRK-2022-03-30-002036","BPA1","2022-03-30","2022-03-30","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Rourkela","BP-RRK-2022-03-22-001884","BPA1","2022-03-22","2022-03-22","APPROVED","BP/RRK/000162","2022-05-06"
"Cuttack","BP-CTC-2022-07-07-005891","BPA1","2022-07-07","2022-07-07","APPROVAL_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-06-21-004953","BPA1","2022-06-21","2022-06-29","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Sambalpur","BP-SMB-2022-04-14-002527","BPA1","2022-04-14","2022-06-29","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-07-003318","BPA1","2022-05-07","2022-05-09","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-01-001262","BPA1","2022-03-01","2022-03-01","APPROVED","BP/BDA/000173","2022-05-09"
"Berhampurdevelopmentauthority","BP-BED-2022-04-30-003071","BPA1","2022-04-30","2022-05-05","APPROVED","BP/BED/000185","2022-05-12"
"Berhampur","BP-BAM-2022-07-09-005939","BPA1","2022-07-09",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-05-13-003586","BPA1","2022-05-13",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-08-002342","BPA1","2022-04-08","2022-05-04","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-25-002852","BPA1","2022-04-25","2022-04-26","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-04-01-002095","BPA1","2022-04-01","2022-04-01","APPROVED","BP/CTC/000091","2022-04-07"
"Berhampur","BP-BAM-2022-03-13-001649","BPA1","2022-03-13","2022-03-13","APPROVED","BP/BAM/000094","2022-04-07"
"Berhampur","BP-BAM-2022-04-23-002793","BPA1","2022-04-23","2022-05-05","REJECTED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-08-002367","BPA1","2022-04-08","2022-04-08","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-16-004750","BPA1","2022-06-16","2022-07-16","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-11-004627","BPA2","2022-06-11","2022-06-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-19-001832","BPA2","2022-03-19","2022-03-23","CITIZEN_ACTION_PENDING_AT_APP_L1_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-02-001281","BPA1","2022-03-02","2022-04-22","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-02-002142","BPA1","2022-04-02","2022-04-03","APPROVED","BP/BDA/000140","2022-04-29"
"Berhampur","BP-BAM-2022-03-21-001856","BPA1","2022-03-21","2022-03-22","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Sambalpur","BP-SMB-2022-03-16-001758","BPA1","2022-03-16","2022-03-16","APPROVED","BP/SMB/000152","2022-05-02"
"Rourkela","BP-RRK-2022-05-02-003116","BPA1","2022-05-02",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-11-004595","BPA1","2022-06-11","2022-06-13","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-11-004629","BPA1","2022-06-11","2022-06-11","APPROVAL_INPROGRESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-03-18-001820","BPA1","2022-03-18","2022-03-18","APPROVED","BP/BED/000111","2022-04-18"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-12-003527","BPA1","2022-05-12","2022-05-12","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-03-24-001935","BPA1","2022-03-24","2022-03-24","APPROVED","BP/BED/000157","2022-05-04"
"Berhampurdevelopmentauthority","BP-BED-2022-03-24-001936","BPA1","2022-03-24","2022-03-24","APPROVED","BP/BED/000159","2022-05-04"
"Bhubaneswar","BP-BMC-2022-05-10-003463","BPA2","2022-05-10","2022-05-11","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-23-001070","BPA1","2022-02-23","2022-03-02","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-02-001313","BPA1","2022-03-02","2022-03-07","APPROVAL_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-05-13-003587","BPA1","2022-05-13",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Berhampur","BP-BAM-2022-07-27-006627","BPA1","2022-07-27",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-27-006630","BPA1","2022-07-27","2022-07-28","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-19-003723","BPA1","2022-05-19","2022-05-19","APPROVED","BP/BMC/000372","2022-07-16"
"Bhubaneswar","BP-BMC-2022-01-31-000603","BPA2","2022-01-31","2022-02-01","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-18-002606","BPA1","2022-04-18","2022-04-18","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-03-24-001934","BPA1","2022-03-24","2022-03-24","APPROVED","BP/BED/000115","2022-04-20"
"Bhubaneswar","BP-BMC-2022-05-10-003464","BPA2","2022-05-10","2022-07-16","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-22-001875","BPA1","2022-03-22","2022-03-22","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-13-000839","BPA1","2022-02-13","2022-02-17","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Berhampur","BP-BAM-2022-03-12-001627","BPA1","2022-03-12","2022-03-12","APPROVED","BP/BAM/000127","2022-04-26"
"Cuttack","BP-CTC-2022-05-12-003498","BPA1","2022-05-12",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-29-002018","BPA1","2022-03-29","2022-04-01","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-18-004848","BPA1","2022-06-18","2022-07-16","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Vyasanagar","BP-VSN-2022-04-26-002908","BPA1","2022-04-26","2022-04-27","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-03-20-001835","BPA1","2022-03-20","2022-03-20","APPROVED","BP/BAM/000179","2022-05-11"
"Berhampur","BP-BAM-2022-03-28-001993","BPA1","2022-03-28","2022-03-29","APPROVED","BP/BAM/000120","2022-04-23"
"Bhubaneswar","BP-BMC-2022-03-17-001787","BPA2","2022-03-17","2022-03-17","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-21-001849","BPA1","2022-03-21","2022-03-23","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Sambalpur","BP-SMB-2022-04-06-002270","BPA1","2022-04-06","2022-04-06","APPROVED","BP/SMB/000129","2022-04-27"
"Bhubaneswar","BP-BMC-2022-06-10-004575","BPA1","2022-06-10",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-08-005932","BPA1","2022-07-08","2022-07-08","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-21-002702","BPA1","2022-04-21","2022-04-22","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-04-06-002279","BPA1","2022-04-06","2022-04-06","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-08-005936","BPA1","2022-07-08","2022-07-11","APPROVAL_INPROGRESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-04-24-002824","BPA1","2022-04-24","2022-04-29","APPROVED","BP/BED/000174","2022-05-09"
"Sambalpur","BP-SMB-2022-04-24-002810","BPA1","2022-04-24","2022-04-27","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-07-002318","BPA2","2022-04-07","2022-04-13","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000928","BPA2","2022-02-17","2022-03-04","APPROVED","BP/BMC/000386","2022-07-18"
"Sambalpur","BP-SMB-2022-03-21-001867","BPA1","2022-03-21","2022-03-23","APPROVED","BP/SMB/000108","2022-04-14"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-24-002817","BPA1","2022-04-24","2022-04-24","APPROVED","BP/BDA/000235","2022-06-10"
"Sambalpur","BP-SMB-2022-04-11-002439","BPA1","2022-04-11","2022-04-12","APPROVED","BP/SMB/000106","2022-04-13"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-27-006633","BPA1","2022-07-27",NULL,"INITIATED",NULL,NULL
"Sambalpur","BP-SMB-2022-03-12-001623","BPA1","2022-03-12","2022-04-07","APPROVED","BP/SMB/000147","2022-04-30"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-27-001969","BPA2","2022-03-27","2022-03-27","CITIZEN_ACTION_PENDING_AT_APP_L1_VERIF",NULL,NULL
"Cuttack","BP-CTC-2022-06-17-004806","BPA1","2022-06-17",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-06-18-004823","BPA1","2022-06-18","2022-06-27","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-10-000777","BPA1","2022-02-10","2022-03-01","APPROVED","BP/BDA/000142","2022-04-29"
"Bhubaneswar","BP-BMC-2022-07-09-005943","BPA2","2022-07-09","2022-07-09","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-07-22-006421","BPA1","2022-07-22","2022-07-22","APPROVAL_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-06-17-004807","BPA1","2022-06-17",NULL,"INITIATED",NULL,NULL
"Pipli","BP-PPL-2022-04-23-002805","BPA1","2022-04-23","2022-04-27","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-07-21-006410","BPA1","2022-07-21",NULL,"INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-04-29-003047","BPA1","2022-04-29",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-14-002537","BPA2","2022-04-14",NULL,"INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-02-003112","BPA1","2022-05-02",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-25-002855","BPA1","2022-04-25",NULL,"PENDING_APPL_FEE",NULL,NULL
"Berhampur","BP-BAM-2022-05-15-003614","BPA1","2022-05-15","2022-05-15","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-05-002204","BPA2","2022-04-05","2022-04-09","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-05-005775","BPA1","2022-07-05","2022-07-06","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-07-23-006488","BPA1","2022-07-23","2022-07-23","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-27-001971","BPA2","2022-03-27","2022-03-28","CITIZEN_ACTION_PENDING_AT_APP_L1_VERIF",NULL,NULL
"Sambalpur","BP-SMB-2022-06-11-004631","BPA1","2022-06-11",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Cuttack","BP-CTC-2022-06-17-004808","BPA1","2022-06-17",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-14-003593","BPA1","2022-05-14","2022-05-14","APPROVAL_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-04-22-002747","BPA1","2022-04-22","2022-04-22","REJECTED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-19-000987","BPA1","2022-02-19","2022-02-24","APPROVED","BP/BDA/000364","2022-07-14"
"Bhubaneswar","BP-BMC-2022-02-12-000826","BPA1","2022-02-12","2022-02-13","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-05-005792","BPA1","2022-07-05","2022-07-06","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-19-000975","BPA1","2022-02-19","2022-02-19","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-11-001601","BPA1","2022-03-11","2022-03-11","APPROVAL_INPROGRESS",NULL,NULL
"Vyasanagar","BP-VSN-2022-04-25-002858","BPA1","2022-04-25","2022-04-25","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-07-22-006464","BPA1","2022-07-22","2022-07-27","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-06-22-004982","BPA1","2022-06-22","2022-07-11","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Berhampur","BP-BAM-2022-04-05-002241","BPA1","2022-04-05","2022-04-05","APPROVED","BP/BAM/000122","2022-04-25"
"Bhubaneswar","BP-BMC-2022-04-26-002876","BPA1","2022-04-26","2022-04-26","APPROVED","BP/BMC/000143","2022-04-29"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-18-004869","BPA1","2022-06-18","2022-06-22","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Berhampur","BP-BAM-2022-04-02-002144","BPA1","2022-04-02","2022-04-03","APPROVED","BP/BAM/000144","2022-04-29"
"Vyasanagar","BP-VSN-2022-04-25-002859","BPA1","2022-04-25","2022-04-25","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-22-002764","BPA1","2022-04-22","2022-04-25","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-14-003596","BPA1","2022-05-14",NULL,"INITIATED",NULL,NULL
"Sambalpur","BP-SMB-2022-04-12-002488","BPA1","2022-04-12","2022-04-13","APPROVED","BP/SMB/000178","2022-05-11"
"Bhubaneswar","BP-BMC-2022-01-24-000529","BPA1","2022-01-24","2022-02-04","APPROVED","BP/BMC/000125","2022-04-26"
"Bhubaneswar","BP-BMC-2022-04-04-002179","BPA1","2022-04-04","2022-04-25","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-23-001089","BPA1","2022-02-23","2022-03-02","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-31-002060","BPA2","2022-03-31","2022-04-07","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-06-005851","BPA1","2022-07-06","2022-07-09","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-13-004689","BPA1","2022-06-13","2022-07-08","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-21-002691","BPA1","2022-04-21","2022-05-12","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-13-003557","BPA1","2022-05-13","2022-05-13","APPROVED","BP/BMC/000227","2022-06-08"
"Cuttack","BP-CTC-2022-06-17-004809","BPA1","2022-06-17",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-22-002769","BPA1","2022-04-22",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-06-13-004680","BPA1","2022-06-13","2022-07-06","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-10-003421","BPA2","2022-05-10",NULL,"INITIATED",NULL,NULL
"Cuttack","BP-CTC-2022-06-17-004810","BPA1","2022-06-17",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-06-09-004488","BPA1","2022-06-09",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-26-002882","BPA2","2022-04-26","2022-07-04","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-07-09-005947","BPA1","2022-07-09",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-04-18-002597","BPA1","2022-04-18","2022-04-18","APPROVED","BP/BED/000402","2022-07-19"
"Bhubaneswar","BP-BMC-2022-04-29-003026","BPA1","2022-04-29","2022-05-04","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-30-002046","BPA1","2022-03-30","2022-05-04","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-05-10-003424","BPA1","2022-05-10",NULL,"INITIATED",NULL,NULL
"Rourkela","BP-RRK-2022-06-30-005589","BPA1","2022-06-30","2022-07-11","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Sambalpur","BP-SMB-2022-05-02-003117","BPA1","2022-05-02","2022-05-02","APPROVED","BP/SMB/000404","2022-07-20"
"Berhampur","BP-BAM-2022-03-23-001894","BPA1","2022-03-23","2022-03-23","APPROVED","BP/BAM/000177","2022-05-11"
"Bhubaneswar","BP-BMC-2022-07-20-006328","BPA1","2022-07-20","2022-07-25","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-01-003096","BPA1","2022-05-01","2022-05-01","APPROVED","BP/BMC/000407","2022-07-21"
"Vyasanagar","BP-VSN-2022-04-25-002860","BPA1","2022-04-25","2022-04-25","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-04-12-002453","BPA1","2022-04-12","2022-04-12","APPROVED","BP/BAM/000123","2022-04-25"
"Rourkela","BP-RRK-2022-04-14-002526","BPA1","2022-04-14","2022-04-23","APPROVED","BP/RRK/000292","2022-06-29"
"Bhubaneswar","BP-BMC-2022-07-23-006489","BPA1","2022-07-23","2022-07-26","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-06-09-004489","BPA1","2022-06-09",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Berhampur","BP-BAM-2022-07-19-006298","BPA1","2022-07-19","2022-07-20","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-02-005651","BPA1","2022-07-02","2022-07-16","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-12-006023","BPA1","2022-07-12","2022-07-15","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-21-002723","BPA1","2022-04-21","2022-04-22","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-01-001255","BPA1","2022-03-01","2022-05-04","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-04-21-002729","BPA1","2022-04-21","2022-04-22","APPROVED","BP/BAM/000171","2022-05-07"
"Sambalpur","BP-SMB-2022-01-15-000366","BPA1","2022-01-15","2022-04-13","APPROVED","BP/SMB/000117","2022-04-22"
"Berhampur","BP-BAM-2022-06-30-005593","BPA1","2022-06-30",NULL,"INITIATED",NULL,NULL
"Vyasanagar","BP-VSN-2022-04-26-002883","BPA1","2022-04-26","2022-04-26","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-06-005852","BPA1","2022-07-06","2022-07-08","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Rourkela","BP-RRK-2022-04-28-003012","BPA1","2022-04-28","2022-04-30","APPROVED","BP/RRK/000305","2022-07-04"
"Rourkela","BP-RRK-2022-02-28-001252","BPA1","2022-02-28","2022-03-11","APPROVED","BP/RRK/000137","2022-04-28"
"Vyasanagar","BP-VSN-2022-04-26-002891","BPA1","2022-04-26","2022-04-26","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-16-004752","BPA1","2022-06-16",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-16-004771","BPA2","2022-06-16","2022-06-18","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-01-29-000579","BPA1","2022-01-29","2022-02-04","APPROVED","BP/BMC/000121","2022-04-25"
"Purikonarkdevelopmentauthority","BP-PKD-2022-05-20-003800","BPA1","2022-05-20","2022-07-25","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-30-005596","BPA1","2022-06-30","2022-07-19","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-10-004577","BPA2","2022-06-10","2022-06-18","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-30-003073","BPA1","2022-04-30","2022-05-11","APPROVED","BP/BDA/000247","2022-06-14"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-02-003125","BPA2","2022-05-02","2022-07-05","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-04-20-002676","BPA1","2022-04-20","2022-04-20","APPROVED","BP/SMB/000154","2022-05-02"
"Rourkela","BP-RRK-2022-03-03-001319","BPA1","2022-03-03","2022-03-08","APPROVED","BP/RRK/000165","2022-05-06"
"Rourkela","BP-RRK-2022-04-29-003019","BPA1","2022-04-29","2022-05-10","APPROVED","BP/RRK/000356","2022-07-13"
"Bhubaneswar","BP-BMC-2022-07-27-006635","BPA1","2022-07-27",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-04-005688","BPA1","2022-07-04","2022-07-18","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-05-05-003252","BPA1","2022-05-05","2022-05-05","APPROVED","BP/BED/000181","2022-05-12"
"Berhampur","BP-BAM-2022-05-14-003598","BPA1","2022-05-14","2022-05-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Vyasanagar","BP-VSN-2022-04-26-002893","BPA1","2022-04-26","2022-04-26","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-15-000879","BPA1","2022-02-15","2022-02-15","APPROVED","BP/BMC/000167","2022-05-06"
"Bhubaneswar","BP-BMC-2022-06-13-004686","BPA1","2022-06-13","2022-06-28","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-14-004693","BPA1","2022-06-14",NULL,"PENDING_APPL_FEE",NULL,NULL
"Rourkeladevelopmentauthority","BP-RDA-2022-05-03-003136","BPA1","2022-05-03",NULL,"INITIATED",NULL,NULL
"Rourkela","BP-RRK-2022-04-07-002323","BPA1","2022-04-07","2022-04-21","APPROVED","BP/RRK/000230","2022-06-09"
"Bhubaneswar","BP-BMC-2022-01-28-000572","BPA1","2022-01-28","2022-01-30","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Rourkela","BP-RRK-2022-03-29-002005","BPA1","2022-03-29","2022-04-12","APPROVED","BP/RRK/000193","2022-05-18"
"Cuttack","BP-CTC-2022-05-12-003497","BPA2","2022-05-12",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-06-16-004764","BPA1","2022-06-16","2022-06-16","APPROVED","BP/BAM/000325","2022-07-08"
"Berhampur","BP-BAM-2022-05-14-003600","BPA1","2022-05-14","2022-05-15","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-11-003493","BPA1","2022-05-11",NULL,"INITIATED",NULL,NULL
"Cuttack","BP-CTC-2022-07-27-006636","BPA2","2022-07-27",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-18-006235","BPA2","2022-07-18","2022-07-18","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-13-004655","BPA1","2022-06-13","2022-06-16","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-07-09-005949","BPA1","2022-07-09",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-18-006239","BPA1","2022-07-18","2022-07-20","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-20-003802","BPA1","2022-05-20","2022-05-20","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-10-004518","BPA1","2022-06-10","2022-07-24","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-07-23-006490","BPA1","2022-07-23","2022-07-25","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000950","BPA1","2022-02-17","2022-02-19","APPROVAL_INPROGRESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-05-31-003902","BPA1","2022-05-31","2022-06-02","FIELDINSPECTION_INPROGRESS",NULL,NULL
